Frame,Time,RightBicepsBrachiiCaputBrevis,RightTricepsBrachiiCaputLongus,LeftBicepsBrachiiCaputBrevis,LeftTricepsBrachiiCaputLongus,RightTrapeziusDescendens,LeftTrapeziusDescendens,RightLatissimusDorsi,LeftLatissimusDorsi
15298,15.298,-0.168173,-0.013698,-0.002217,-0.005244,0.293211,0.048464,0.006776,-0.023321
15299,15.299,-0.189218,-0.017311,0.025692,-0.000001,0.699643,-0.001642,0.009303,-0.013653
15300,15.300,-0.167732,-0.007573,0.000412,0.004905,0.857628,-0.034302,0.013323,-0.010905
15301,15.301,-0.074131,0.037355,0.030320,0.004402,0.905184,-0.075684,0.015309,-0.008376
15302,15.302,0.044483,0.095659,0.074525,0.008451,0.773476,-0.124360,0.011511,0.008691
15303,15.303,0.182921,0.103413,0.069091,0.007935,0.415388,-0.196290,0.005522,0.006311
15304,15.304,0.239105,0.096297,0.074660,0.004892,-0.113645,-0.168587,0.008990,0.012225
15305,15.305,0.189386,0.077045,0.079708,0.005236,-0.465335,-0.143408,0.003798,0.006503
15306,15.306,0.113616,0.047843,0.057995,-0.000513,-0.400851,-0.261499,0.000442,0.004735
15307,15.307,0.017131,0.032000,0.038233,0.002025,-0.109049,-0.514524,-0.003938,0.000043
15308,15.308,-0.095635,0.007865,0.013019,0.001336,0.156381,-0.479017,-0.000724,-0.001444
15309,15.309,-0.201739,-0.022866,0.016445,-0.000726,0.301295,-0.052951,-0.003277,-0.007832
15310,15.310,-0.409183,-0.034655,0.025479,0.002285,0.344936,0.353232,-0.001626,-0.025072
15311,15.311,-0.676466,-0.059963,0.023047,0.005107,0.384172,0.511085,-0.003904,-0.012865
15312,15.312,-0.567188,-0.082895,0.016081,0.000304,0.347731,0.558676,-0.007554,-0.015184
15313,15.313,-0.402003,-0.085708,-0.008240,-0.009229,0.248929,0.427252,-0.013600,-0.017279
15314,15.314,-0.132591,-0.071998,-0.011012,-0.002354,0.099490,0.228269,-0.011915,-0.015482
15315,15.315,0.048562,-0.059649,0.004306,0.001299,-0.198807,0.191828,-0.010440,-0.007135
15316,15.316,0.213459,-0.053039,0.034756,0.016110,-0.635149,0.093344,-0.007972,-0.014896
15317,15.317,0.184522,-0.038781,0.038856,0.018067,-0.808779,0.063704,-0.009066,0.005789
15318,15.318,0.158362,-0.010804,0.013610,0.012399,-0.543594,0.036611,-0.017402,0.014481
15319,15.319,0.233086,0.033271,-0.016066,0.013982,-0.205185,-0.037388,-0.012297,0.022500
15320,15.320,0.256498,0.039107,-0.035907,0.012361,0.015519,-0.104944,-0.013764,0.015109
15321,15.321,0.196630,0.044430,-0.046595,0.010901,-0.181350,-0.165955,-0.009606,0.008440
15322,15.322,0.142117,0.039761,-0.049684,0.001994,-0.360776,-0.110093,-0.010799,0.002297
15323,15.323,0.092619,0.026617,-0.058443,0.000872,-0.196414,-0.025093,-0.010388,0.011580
15324,15.324,0.108701,0.046659,-0.055739,-0.008728,0.131167,0.052104,-0.009934,0.016649
15325,15.325,0.123309,0.035908,-0.068168,-0.015136,0.436093,0.066330,-0.009598,0.012044
15326,15.326,0.010211,-0.000414,-0.061643,-0.012076,0.554332,0.028627,-0.005662,0.005034
15327,15.327,-0.035171,-0.014758,-0.047448,-0.009202,0.589793,-0.006350,-0.005304,-0.001250
15328,15.328,-0.020923,-0.019104,-0.045586,-0.010214,0.425526,-0.059250,-0.003275,0.013621
15329,15.329,-0.008045,-0.015153,-0.057427,-0.014601,0.157248,-0.107601,0.000444,0.015628
15330,15.330,-0.019151,-0.011534,-0.043609,-0.012547,0.050176,-0.099899,0.006024,0.006320
15331,15.331,-0.008273,-0.001654,-0.015800,-0.009132,0.019025,-0.093059,0.005157,0.004620
15332,15.332,0.039770,0.025445,0.020085,-0.010953,-0.068663,-0.101031,0.015639,0.003091
15333,15.333,0.083527,0.028999,0.053727,-0.003465,-0.094545,-0.082413,0.017000,0.004443
15334,15.334,-0.033363,-0.007394,0.040310,-0.004599,-0.316100,-0.076948,0.012807,0.008164
15335,15.335,-0.016098,-0.031596,0.004029,-0.003884,-0.644884,-0.071791,0.011528,0.002578
15336,15.336,-0.030589,-0.018375,-0.039884,-0.006550,-0.776960,-0.047599,0.005871,0.003591
15337,15.337,-0.071196,-0.014420,-0.081075,-0.007338,-0.659489,-0.025688,0.008834,0.002729
15338,15.338,-0.183601,-0.017877,-0.076064,-0.003883,-0.335994,0.002040,0.011462,-0.005078
15339,15.339,-0.197456,-0.027585,-0.061887,-0.002285,0.056456,0.019801,0.005469,0.008581
15340,15.340,-0.182289,-0.024593,-0.040045,-0.004061,0.215173,0.029245,0.006074,0.010412
15341,15.341,-0.118107,-0.010808,-0.044084,0.002622,0.072959,0.026160,0.016687,0.012082
15342,15.342,-0.059816,-0.023101,-0.011410,0.005251,-0.056021,0.028713,0.024257,0.013577
15343,15.343,-0.048935,-0.020859,0.001639,0.000951,-0.094550,0.040969,0.031150,0.017618
15344,15.344,-0.077102,-0.014733,0.061541,-0.002826,-0.130654,0.043239,0.029912,0.016414
15345,15.345,-0.034031,0.013191,0.087267,0.002040,0.098010,0.037249,0.012797,-0.000703
15346,15.346,-0.011085,0.025025,0.094924,0.005069,0.185835,0.009462,0.005523,0.011615
15347,15.347,0.009590,0.021473,0.101915,0.005576,0.157235,-0.050458,0.012188,0.022748
15348,15.348,0.053991,0.024704,0.030610,-0.001175,0.131781,-0.059027,0.014311,0.008550
15349,15.349,0.082486,0.021826,0.002113,-0.003870,0.153604,0.011447,0.008859,0.032734
15350,15.350,0.108407,0.019134,-0.041094,0.002062,0.295844,0.096688,0.010734,0.029557
15351,15.351,0.112649,0.006811,-0.080266,-0.001643,0.351379,0.131014,0.006381,0.014773
15352,15.352,0.081526,0.004679,-0.073235,-0.008052,0.200163,0.120542,0.013551,0.006845
15353,15.353,0.045317,-0.009425,-0.040982,-0.012266,0.017461,0.111020,0.012615,-0.020188
15354,15.354,0.001607,-0.018659,-0.000136,-0.006998,-0.302458,0.102433,0.013910,-0.060087
15355,15.355,-0.063030,-0.010168,0.058445,-0.003422,-0.607655,0.047880,0.008962,-0.033342
15356,15.356,-0.123556,-0.005590,0.081645,0.003538,-0.408676,-0.030352,0.004684,-0.028422
15357,15.357,-0.116057,-0.009682,0.045946,0.013876,0.060840,-0.019935,0.007518,-0.032649
15358,15.358,-0.137750,-0.008548,0.026481,0.009849,0.508635,-0.067260,0.014749,-0.020654
15359,15.359,-0.067011,-0.011810,-0.014615,0.013621,0.566822,-0.058474,0.023523,-0.024091
15360,15.360,-0.001263,-0.004604,-0.051967,0.010474,0.408425,-0.065755,0.027067,-0.033821
15361,15.361,0.075701,0.009375,-0.066465,0.007511,0.168314,-0.029518,0.034679,-0.054538
15362,15.362,0.127044,0.035858,-0.070986,0.006767,0.124789,0.003673,0.049050,-0.051710
15363,15.363,0.136042,0.032222,-0.035066,0.007718,0.084852,-0.083270,0.055471,-0.024329
15364,15.364,0.127188,0.015749,0.027896,0.010040,-0.096505,-0.271523,0.061366,0.008622
15365,15.365,0.088202,-0.005089,0.105388,0.008167,-0.262235,-0.297996,0.053210,0.013147
15366,15.366,0.038789,-0.013200,0.136368,0.012552,-0.472846,-0.125525,0.030482,0.009391
15367,15.367,-0.005920,-0.015539,0.126779,0.019157,-0.881589,0.030917,-0.018803,0.020352
15368,15.368,-0.073429,-0.008024,0.076762,0.015439,-0.720376,0.112834,-0.036607,0.032513
15369,15.369,-0.055802,-0.001323,0.050774,0.016456,-0.082452,-0.070918,-0.043430,0.022830
15370,15.370,-0.029116,0.013008,0.042870,0.012915,0.342912,-0.293255,-0.062432,0.031757
15371,15.371,-0.024311,0.018709,0.078278,0.006676,0.576017,-0.502457,-0.091424,0.018151
15372,15.372,-0.019944,0.006998,0.084580,0.014642,0.787552,-0.259106,-0.096394,0.001007
15373,15.373,0.023864,0.008649,0.101873,0.022075,0.723911,0.035820,-0.100859,0.016674
15374,15.374,0.100189,0.018400,0.075184,0.021379,0.433337,0.233975,-0.104989,0.022875
15375,15.375,0.131061,0.012255,0.031427,0.020679,0.169108,0.486230,-0.060729,0.002520
15376,15.376,0.140273,0.006772,-0.009614,0.013902,-0.263099,0.584570,-0.031191,-0.005498
15377,15.377,0.131255,0.012087,-0.036249,0.000026,-0.437177,0.554857,-0.015002,0.001833
15378,15.378,0.107525,0.009439,-0.050672,-0.009945,-0.701031,0.419632,-0.000339,-0.000336
15379,15.379,0.000488,0.006963,-0.063894,-0.011618,-0.748936,0.346035,0.013110,0.001720
15380,15.380,-0.106837,0.007722,-0.067815,-0.009742,-0.443433,0.233952,0.001503,-0.000110
15381,15.381,-0.120960,0.018464,-0.064280,-0.008031,-0.007120,0.091507,-0.001842,-0.001801
15382,15.382,-0.108719,0.017021,-0.054450,-0.009198,0.515495,-0.112368,-0.011464,-0.012512
15383,15.383,-0.097485,0.004614,-0.045597,-0.005288,0.866476,-0.193744,-0.020086,-0.019516
15384,15.384,-0.128864,-0.017262,-0.042794,-0.006107,0.802031,-0.218279,-0.017236,-0.025866
15385,15.385,-0.195542,-0.037963,-0.055036,-0.011146,0.627125,-0.150957,0.000144,-0.015588
15386,15.386,-0.273488,-0.051551,-0.066089,-0.013639,0.362272,-0.049198,0.011434,-0.014218
15387,15.387,-0.242619,-0.044147,-0.063953,-0.009199,0.025610,0.006304,0.025744,-0.005371
15388,15.388,-0.157488,-0.032848,-0.061999,-0.011186,-0.629152,-0.010525,0.035142,-0.010865
15389,15.389,-0.008338,-0.002111,-0.046644,-0.004545,-1.283687,-0.087105,0.030134,-0.009800
15390,15.390,0.133560,0.019990,-0.044427,-0.003486,-1.026980,-0.073199,0.040826,0.002421
15391,15.391,0.151674,0.016213,-0.038613,-0.005474,-0.328639,-0.060479,0.050510,0.014252
15392,15.392,0.201837,0.005512,-0.026527,-0.008813,0.328315,-0.117665,0.056857,0.028098
15393,15.393,0.247501,0.002423,-0.012355,-0.010296,0.755137,-0.106868,0.049169,0.029932
15394,15.394,0.261221,-0.000332,-0.006449,-0.016518,0.833182,-0.115886,0.033511,0.035003
15395,15.395,0.223305,0.007908,-0.004397,-0.017168,0.763719,-0.141491,-0.000107,0.036500
15396,15.396,0.188625,0.015315,-0.005581,-0.019181,0.444829,-0.118027,-0.004840,0.023922
15397,15.397,0.157343,0.017651,0.009897,-0.011216,0.271658,-0.053981,-0.018049,0.028965
15398,15.398,0.052794,0.003571,0.016121,-0.001579,0.008422,0.006225,-0.038023,0.005920
15399,15.399,-0.016894,0.001823,0.014251,0.002276,-0.135302,-0.001625,-0.041632,-0.030519
15400,15.400,-0.054787,-0.003153,0.012433,0.003398,-0.353543,-0.022858,-0.038517,-0.074224
15401,15.401,-0.089510,-0.007643,0.016845,0.010761,-0.710707,-0.081061,-0.035762,-0.056867
15402,15.402,-0.100085,0.002039,0.020792,0.006259,-0.854526,-0.119962,-0.044045,-0.041051
15403,15.403,-0.128823,0.003238,0.027063,0.007143,-0.985167,-0.069946,-0.036940,-0.026729
15404,15.404,-0.103321,-0.007071,0.030416,0.009369,-0.945349,-0.011133,-0.021578,-0.022376
15405,15.405,-0.064687,-0.003012,0.023354,0.011408,-0.548593,-0.033917,-0.015739,-0.010584
15406,15.406,-0.058114,-0.004208,0.009629,0.007164,-0.073352,-0.054748,-0.006715,0.000230
15407,15.407,-0.039412,-0.016751,-0.016619,-0.001658,0.118334,-0.009224,-0.008706,0.023210
15408,15.408,-0.010734,-0.011702,-0.020002,-0.007951,0.292795,0.055914,-0.010534,0.038084
15409,15.409,0.004564,-0.010209,-0.016816,-0.009027,0.135114,0.099660,-0.006759,0.018983
15410,15.410,-0.000706,-0.000609,-0.008277,-0.014345,0.087974,-0.017063,0.004277,0.006653
15411,15.411,-0.014397,0.008141,-0.011392,-0.011742,0.307095,-0.268728,0.005500,-0.008862
15412,15.412,-0.002996,0.011328,0.000415,-0.019652,0.585123,-0.376086,0.017712,0.001363
15413,15.413,-0.021506,0.012328,0.020006,-0.027065,0.765346,-0.080004,0.025893,0.007023
15414,15.414,-0.071521,0.005845,0.027235,-0.015048,0.732201,0.198279,0.039493,0.005434
15415,15.415,-0.093349,0.006595,0.023872,-0.013552,0.582888,0.378931,0.033639,0.000986
15416,15.416,-0.061631,-0.005050,0.020745,-0.006159,0.392912,0.346362,0.018147,-0.000251
15417,15.417,-0.033033,-0.003527,0.001457,-0.005035,0.170561,0.316974,0.019897,0.013732
15418,15.418,0.014271,0.006949,0.003045,-0.006459,-0.277567,0.236297,0.017732,0.008254
15419,15.419,0.007050,0.002702,0.000081,-0.009934,-0.853634,0.212295,0.019151,0.016805
15420,15.420,-0.011156,-0.008823,0.013590,-0.002926,-0.621490,0.145536,0.014380,-0.003096
15421,15.421,0.014643,-0.016633,0.025966,0.010834,-0.269596,0.084901,0.010190,-0.005744
15422,15.422,-0.058832,-0.012796,0.030456,0.016629,0.178404,0.029639,0.006350,-0.008057
15423,15.423,0.013332,-0.009332,0.028352,0.014477,0.353096,-0.020150,-0.004061,-0.010224
15424,15.424,0.003176,-0.010606,0.023723,0.005710,0.195173,-0.034436,-0.005474,-0.008191
15425,15.425,0.011193,-0.011872,0.019410,0.006916,0.147499,-0.158618,-0.016828,0.012244
15426,15.426,-0.012733,-0.007573,0.013214,0.002526,0.016602,-0.275343,-0.018327,0.020306
15427,15.427,-0.048842,-0.005323,0.009523,-0.001551,-0.102751,-0.167274,-0.003031,0.022665
15428,15.428,-0.055904,-0.010863,0.009736,0.001281,-0.067169,0.014496,0.003168,0.011508
15429,15.429,-0.039168,-0.004749,0.013364,0.001901,-0.034980,0.089057,0.012640,0.017613
15430,15.430,-0.002767,0.006092,0.005883,0.006073,0.053926,0.111862,0.011133,0.041864
15431,15.431,0.020550,-0.001848,-0.004911,0.003140,0.081063,0.092073,0.012827,0.038699
15432,15.432,0.024135,-0.006217,-0.020563,0.002058,0.057041,0.000173,0.017059,0.041637
15433,15.433,0.027321,-0.020413,-0.043425,-0.006137,0.080108,-0.083606,0.010968,0.000588
15434,15.434,0.001306,-0.030070,-0.064560,-0.011799,0.060612,-0.007074,-0.003748,-0.040312
15435,15.435,-0.022325,-0.021998,-0.072946,-0.011364,-0.142629,0.062400,-0.001528,-0.056177
15436,15.436,-0.002144,-0.014797,-0.065930,-0.012606,-0.386487,0.125434,-0.006901,-0.070515
15437,15.437,0.021942,-0.002672,-0.063940,-0.010790,-0.288190,0.136795,0.001762,-0.039654
15438,15.438,0.031281,0.002030,-0.070140,-0.011817,-0.378152,0.022104,0.006567,-0.019600
15439,15.439,0.039811,0.003190,-0.068263,-0.013813,-0.514526,-0.084792,-0.008423,0.013267
15440,15.440,0.042441,0.004212,-0.063059,-0.012378,-0.342761,-0.154161,-0.038848,0.017623
15441,15.441,0.035205,-0.002357,-0.067469,-0.012105,-0.095985,-0.217348,-0.043074,0.013640
15442,15.442,0.019662,0.002909,-0.065866,-0.015380,0.199933,-0.160064,-0.031075,-0.004567
15443,15.443,0.029857,0.005649,-0.054221,-0.013570,0.160631,-0.024774,-0.020084,0.005103
15444,15.444,0.035465,0.008056,-0.033866,-0.008013,0.196654,0.067350,-0.010136,0.013765
15445,15.445,0.026996,0.003535,0.007695,-0.009047,0.032273,0.151021,-0.007111,-0.000004
15446,15.446,0.034516,-0.003663,0.061138,-0.002282,0.120902,0.165945,-0.009691,0.007202
15447,15.447,0.027429,0.000655,0.083005,0.006029,0.309472,0.068490,0.012751,0.013673
15448,15.448,0.021000,-0.000443,0.115926,0.013693,0.381863,0.005228,0.027749,0.015597
15449,15.449,0.031062,0.003033,0.087364,0.018855,0.358297,-0.006212,0.030581,0.009911
15450,15.450,0.023834,0.012085,0.029418,0.019646,0.134134,-0.016055,0.043066,0.008153
15451,15.451,0.014751,0.018081,-0.040335,0.022136,-0.014758,-0.100754,0.036626,-0.014886
15452,15.452,0.011309,0.005315,-0.086885,0.016861,-0.096075,-0.203735,0.042879,-0.031244
15453,15.453,0.012178,0.003414,-0.094702,0.020399,-0.022711,-0.244875,0.059754,-0.034017
15454,15.454,0.026137,0.010835,-0.117320,0.024629,-0.001066,-0.181132,0.057717,-0.025747
15455,15.455,0.028173,0.014700,-0.095390,0.021766,0.099908,-0.100126,0.051781,-0.003276
15456,15.456,0.041285,0.005697,-0.023695,0.017061,0.118025,-0.152086,0.042624,-0.006035
15457,15.457,0.043120,0.002271,0.081000,0.016581,0.000412,-0.180654,0.020782,-0.008597
15458,15.458,0.035699,0.003061,0.178437,0.012530,-0.228771,-0.155183,0.023811,-0.006048
15459,15.459,0.034609,0.003719,0.216236,0.015063,-0.260750,-0.132540,0.015817,-0.021433
15460,15.460,0.015967,-0.009281,0.250854,0.014717,-0.111014,-0.069275,0.013587,-0.035485
15461,15.461,-0.008398,-0.011249,0.303143,0.008279,0.079103,-0.009949,-0.006580,-0.018602
15462,15.462,-0.011269,0.000520,0.369725,0.010993,0.153122,0.090544,-0.014583,-0.007342
15463,15.463,-0.008015,0.005026,0.378727,0.020484,-0.003524,0.131024,-0.016830,0.002862
15464,15.464,-0.004914,0.014618,0.277288,0.019329,-0.023665,0.193923,-0.027879,0.004710
15465,15.465,-0.002158,0.018286,0.152428,0.013826,0.068755,0.205590,-0.029806,0.002937
15466,15.466,0.009426,0.017239,0.034865,0.010898,0.118924,0.174329,-0.031590,0.010394
15467,15.467,0.007874,0.016201,-0.041618,0.008351,0.133704,0.164335,-0.043388,0.017137
15468,15.468,0.017712,0.013518,-0.111355,0.000752,0.119177,0.103029,-0.066388,0.023177
15469,15.469,0.018658,0.014785,-0.144464,-0.000758,0.079940,0.070983,-0.091612,0.019698
15470,15.470,0.004080,0.020843,-0.157264,-0.003623,0.066096,0.030720,-0.075227,0.006911
15471,15.471,0.014945,0.023217,-0.145897,-0.008009,-0.015108,-0.034801,-0.054454,0.008307
15472,15.472,-0.004674,0.012781,-0.135593,-0.000021,-0.171531,-0.062289,-0.040782,0.031039
15473,15.473,-0.017550,0.002383,-0.126064,-0.002858,-0.372756,-0.024998,-0.033553,0.047248
15474,15.474,-0.033952,0.001288,-0.117408,-0.001808,-0.291285,0.023115,-0.008928,0.038261
15475,15.475,-0.039717,0.002716,-0.094017,0.004315,-0.168254,-0.023435,-0.005788,-0.002995
15476,15.476,-0.024708,0.003979,-0.086843,0.009766,-0.146180,-0.112895,-0.008759,-0.008882
15477,15.477,-0.010927,0.007300,-0.080243,0.009316,-0.044953,-0.177328,-0.027983,-0.014222
15478,15.478,0.011785,0.004884,-0.085773,0.007892,-0.063480,-0.051994,-0.020788,-0.038507
15479,15.479,0.009655,0.002663,-0.090705,0.008698,-0.079591,-0.170631,-0.009711,-0.025432
15480,15.480,-0.003272,-0.008462,-0.075943,0.014770,-0.063891,-0.308766,-0.003713,-0.029379
15481,15.481,-0.029693,-0.002953,-0.071120,0.018804,0.033393,-0.142492,0.001764,-0.025828
15482,15.482,-0.025333,0.005091,-0.050668,0.021121,0.045479,0.013658,0.003349,-0.009498
15483,15.483,-0.014725,0.012440,-0.053681,0.014452,0.079334,0.114248,0.001704,-0.006737
15484,15.484,-0.005155,0.019094,-0.030106,0.002519,0.068457,0.168437,0.005621,0.001218
15485,15.485,-0.001749,0.004576,-0.032429,-0.002325,-0.017452,0.251391,0.016783,-0.016218
15486,15.486,-0.013444,0.002909,-0.056585,-0.015946,0.085322,0.143270,0.002711,-0.018622
15487,15.487,-0.046448,0.008849,-0.092477,-0.036137,-0.068501,-0.010633,0.008116,0.007763
15488,15.488,-0.050515,0.007528,-0.106466,-0.049521,-0.374294,-0.032034,0.026575,0.062251
15489,15.489,-0.036659,0.003358,-0.075431,-0.046810,-0.505819,0.133324,0.038766,0.085445
15490,15.490,-0.024179,0.002430,-0.087183,-0.035304,-0.069778,0.199138,0.040790,0.078165
15491,15.491,-0.027132,-0.011020,-0.076371,-0.028886,0.453137,0.218436,0.026389,0.084431
15492,15.492,-0.010178,-0.012449,-0.079658,-0.030451,0.664424,0.199219,0.028042,0.055044
15493,15.493,-0.006807,-0.013666,-0.076854,-0.021748,0.601452,0.148181,0.002493,-0.003754
15494,15.494,0.001809,-0.020759,-0.063186,-0.016977,0.544191,0.040570,-0.001210,-0.011607
15495,15.495,0.004635,-0.018905,-0.065494,-0.018137,0.386457,-0.029472,0.008468,0.009659
15496,15.496,-0.006111,-0.009617,-0.058714,-0.016779,0.338685,-0.017501,0.005472,-0.009656
15497,15.497,0.000374,-0.014699,-0.080901,-0.019823,0.033094,-0.144561,-0.008378,-0.027081
15498,15.498,0.010018,-0.002709,-0.077664,-0.020664,-0.562310,-0.397477,-0.006136,-0.064290
15499,15.499,0.018785,0.008463,-0.063568,-0.012030,-0.817648,-0.506026,-0.008426,-0.088470
15500,15.500,0.002145,0.004960,-0.046033,-0.006258,-0.585789,-0.342356,-0.002483,-0.101700
15501,15.501,-0.008810,-0.005840,-0.012285,-0.009117,-0.234709,-0.253374,0.021532,-0.097819
15502,15.502,-0.014739,-0.006863,0.060331,-0.006226,0.084535,-0.280700,0.004974,-0.094238
15503,15.503,-0.005298,0.000608,0.132965,-0.001811,0.258372,-0.108451,0.019714,-0.064393
15504,15.504,0.006689,0.020144,0.199007,-0.002327,0.311042,0.093384,0.022273,-0.028271
15505,15.505,0.008349,0.028920,0.259184,0.007114,0.262997,0.229560,0.019770,-0.032942
15506,15.506,0.018065,0.036785,0.298124,0.023630,0.132274,0.353526,0.008427,-0.037285
15507,15.507,0.011818,0.021692,0.305229,0.034852,-0.145403,0.466163,0.018351,-0.025364
15508,15.508,0.012780,0.003654,0.234205,0.040957,-0.181591,0.446503,0.005133,-0.021674
15509,15.509,0.009622,-0.003260,0.149116,0.042794,-0.083513,0.391829,0.006670,-0.011765
15510,15.510,0.014068,-0.009542,0.068990,0.037654,0.124758,0.342257,0.007988,0.009141
15511,15.511,0.014746,-0.003220,-0.003493,0.029973,0.205855,0.113578,0.000874,0.039345
15512,15.512,0.010812,-0.001117,-0.012522,0.025871,0.132156,-0.312174,-0.002998,0.075514
15513,15.513,0.009939,0.007627,0.031036,0.006930,0.109929,-0.369261,0.000066,0.099902
15514,15.514,0.005496,0.003351,0.101876,-0.006724,-0.032175,-0.104190,-0.001073,0.122120
15515,15.515,0.011644,0.002331,0.187320,-0.018974,-0.086998,0.041065,-0.000330,0.118415
15516,15.516,0.008825,-0.013747,0.244606,-0.021042,-0.102399,0.173200,0.012409,0.115026
15517,15.517,-0.001445,-0.028998,0.233843,-0.010767,-0.086226,0.134729,0.014177,0.112012
15518,15.518,-0.022558,-0.047156,0.166823,-0.001343,-0.071924,0.099773,0.005643,0.091467
15519,15.519,-0.061971,-0.054183,0.036441,0.007234,-0.185620,0.133536,-0.002060,0.072650
15520,15.520,-0.110327,-0.060525,-0.057212,0.002741,-0.323699,0.164207,-0.014649,0.040683
15521,15.521,-0.104183,-0.054165,-0.108754,0.006838,-0.231774,0.192194,-0.012949,-0.016229
15522,15.522,-0.051492,-0.025995,-0.094527,0.007990,-0.047454,0.020818,-0.005294,-0.023494
15523,15.523,-0.030394,0.002144,-0.109168,0.004731,0.075002,-0.134799,-0.009283,-0.044214
15524,15.524,0.001681,0.013184,-0.122267,0.003616,0.096722,-0.194031,-0.005479,-0.037082
15525,15.525,0.018847,0.010208,-0.180223,-0.008667,0.117085,-0.173787,0.000228,-0.053743
15526,15.526,0.023791,0.013263,-0.190881,-0.030795,-0.160162,-0.121883,-0.013358,-0.047697
15527,15.527,0.009095,0.005250,-0.219604,-0.039757,-0.516280,-0.166511,-0.007643,-0.032449
15528,15.528,0.004367,-0.017018,-0.228506,-0.042643,-0.274649,-0.374044,-0.005853,-0.062392
15529,15.529,0.000190,-0.031925,-0.221025,-0.025565,0.119503,-0.343439,-0.004212,-0.073504
15530,15.530,0.010752,-0.018372,-0.228463,-0.005416,0.384109,-0.098981,-0.008144,-0.018192
15531,15.531,0.007193,0.003755,-0.222392,0.008182,0.432765,0.131025,-0.001750,0.005772
15532,15.532,0.009687,0.018464,-0.205209,0.015374,0.302843,0.220697,0.001593,0.013409
15533,15.533,0.028395,0.037416,-0.157329,0.021900,0.184793,0.139982,0.006963,0.007420
15534,15.534,0.030345,0.049616,-0.112318,0.007598,0.221113,0.116102,0.021137,0.025192
15535,15.535,0.023345,0.056049,-0.036010,-0.009242,0.188037,0.094824,-0.001209,0.009567
15536,15.536,0.012816,0.049749,0.036760,-0.029615,0.098102,0.156994,-0.015937,0.024125
15537,15.537,0.003100,0.029119,0.122067,-0.037792,0.070606,0.176784,-0.007687,0.037432
15538,15.538,0.001015,0.009867,0.202578,-0.030541,0.045644,0.161254,-0.005181,0.065447
15539,15.539,0.005247,0.012140,0.233973,-0.014959,-0.067038,-0.067298,-0.007251,0.047418
15540,15.540,0.011935,0.000957,0.224999,0.007596,-0.291683,-0.164945,0.007087,0.011146
15541,15.541,0.012906,-0.021622,0.182379,0.034739,-0.381276,-0.134268,-0.002097,-0.012935
15542,15.542,-0.004401,-0.042544,0.128232,0.052933,-0.245196,-0.052352,-0.007078,-0.017165
15543,15.543,0.002680,-0.023568,0.050402,0.049819,-0.121054,0.021739,-0.008512,-0.020838
15544,15.544,0.000326,-0.016459,-0.022062,0.047055,-0.008403,0.089074,-0.012495,-0.031456
15545,15.545,-0.001818,-0.023254,-0.087982,0.039031,0.134095,0.069016,0.006520,-0.034488
15546,15.546,0.007364,-0.009284,-0.113591,0.026759,0.189193,0.013636,0.003877,-0.025492
15547,15.547,0.002163,-0.026327,-0.121157,0.015679,0.205226,-0.036933,-0.013309,-0.017192
15548,15.548,0.006617,-0.046946,-0.071203,-0.002646,0.189043,-0.022202,0.020407,0.015227
15549,15.549,0.021738,-0.022587,0.013236,-0.009780,0.118206,-0.036813,0.034834,0.002105
15550,15.550,0.023665,0.000088,0.093773,-0.016270,0.028671,-0.075244,0.004096,-0.025735
15551,15.551,0.014254,-0.033223,0.145679,-0.026390,-0.052363,-0.133199,0.000260,-0.043837
15552,15.552,-0.011239,-0.064375,0.116922,-0.013389,-0.166463,-0.247993,0.003874,-0.034033
15553,15.553,-0.014938,-0.092663,0.056134,-0.004990,-0.179990,-0.385301,-0.012476,0.005028
15554,15.554,0.007930,-0.038398,0.016546,0.002527,-0.220205,-0.292187,0.008397,0.031504
15555,15.555,0.028632,0.031759,-0.033718,0.020487,-0.106042,-0.106742,0.027581,0.017046
15556,15.556,0.042260,0.059781,-0.105381,0.032657,0.000671,-0.032960,-0.009579,-0.013879
15557,15.557,0.044595,0.068001,-0.153218,0.039076,0.041457,-0.055503,-0.025432,0.021992
15558,15.558,0.019885,0.075380,-0.179731,0.049066,0.027560,0.004885,0.008439,0.017169
15559,15.559,0.016709,0.096329,-0.188462,0.032193,0.014576,0.059585,-0.004749,0.021559
15560,15.560,0.013905,0.063665,-0.182532,-0.001557,0.023616,0.109075,-0.024690,0.009804
15561,15.561,-0.010712,0.022450,-0.151553,-0.035468,0.013318,0.123220,-0.013836,-0.015374
15562,15.562,-0.007413,0.006262,-0.099945,-0.057526,-0.116732,0.080329,-0.017017,-0.018331
15563,15.563,0.025644,-0.027939,-0.008540,-0.085483,-0.395207,0.015756,-0.019882,0.014913
15564,15.564,0.012520,-0.032770,0.053813,-0.096365,-0.673679,-0.043014,0.004833,0.028309
15565,15.565,0.008733,-0.029420,0.110935,-0.080009,-0.277713,-0.012787,0.001620,0.008456
15566,15.566,0.005284,-0.019204,0.225443,-0.065210,0.091041,-0.004059,-0.001254,-0.024409
15567,15.567,0.015215,-0.010043,0.332518,-0.057194,0.330355,0.038476,0.012468,-0.037849
15568,15.568,-0.011739,-0.025577,0.374253,-0.020092,0.460474,0.045715,0.005210,-0.058235
15569,15.569,-0.044450,-0.039900,0.336692,0.006357,0.499408,0.009708,-0.015106,-0.106224
