 Frame,  Time,EMG Signal 1~5,
 10399,10.399,        96.003,
 10400,10.400,        94.892,
 10401,10.401,        93.778,
 10402,10.402,        92.666,
 10403,10.403,        91.562,
 10404,10.404,        90.469,
 10405,10.405,        89.394,
 10406,10.406,        88.339,
 10407,10.407,        87.308,
 10408,10.408,        86.305,
 10409,10.409,        85.332,
 10410,10.410,        84.391,
 10411,10.411,        83.484,
 10412,10.412,        82.610,
 10413,10.413,        81.772,
 10414,10.414,        80.967,
 10415,10.415,        80.196,
 10416,10.416,        79.458,
 10417,10.417,        78.750,
 10418,10.418,        78.071,
 10419,10.419,        77.417,
 10420,10.420,        76.786,
 10421,10.421,        76.174,
 10422,10.422,        75.578,
 10423,10.423,        74.993,
 10424,10.424,        74.415,
 10425,10.425,        73.841,
 10426,10.426,        73.266,
 10427,10.427,        72.686,
 10428,10.428,        72.096,
 10429,10.429,        71.492,
 10430,10.430,        70.871,
 10431,10.431,        70.228,
 10432,10.432,        69.560,
 10433,10.433,        68.864,
 10434,10.434,        68.137,
 10435,10.435,        67.377,
 10436,10.436,        66.581,
 10437,10.437,        65.749,
 10438,10.438,        64.878,
 10439,10.439,        63.968,
 10440,10.440,        63.018,
 10441,10.441,        62.030,
 10442,10.442,        61.002,
 10443,10.443,        59.937,
 10444,10.444,        58.834,
 10445,10.445,        57.696,
 10446,10.446,        56.523,
 10447,10.447,        55.319,
 10448,10.448,        54.084,
 10449,10.449,        52.822,
 10450,10.450,        51.534,
 10451,10.451,        50.223,
 10452,10.452,        48.893,
 10453,10.453,        47.544,
 10454,10.454,        46.182,
 10455,10.455,        44.807,
 10456,10.456,        43.424,
 10457,10.457,        42.034,
 10458,10.458,        40.642,
 10459,10.459,        39.250,
 10460,10.460,        37.860,
 10461,10.461,        36.477,
 10462,10.462,        35.102,
 10463,10.463,        33.739,
 10464,10.464,        32.390,
 10465,10.465,        31.060,
 10466,10.466,        29.749,
 10467,10.467,        28.462,
 10468,10.468,        27.201,
 10469,10.469,        25.969,
 10470,10.470,        24.767,
 10471,10.471,        23.599,
 10472,10.472,        22.466,
 10473,10.473,        21.371,
 10474,10.474,        20.315,
 10475,10.475,        19.300,
 10476,10.476,        18.327,
 10477,10.477,        17.397,
 10478,10.478,        16.512,
 10479,10.479,        15.671,
 10480,10.480,        14.875,
 10481,10.481,        14.125,
 10482,10.482,        13.419,
 10483,10.483,        12.759,
 10484,10.484,        12.143,
 10485,10.485,        11.570,
 10486,10.486,        11.040,
 10487,10.487,        10.552,
 10488,10.488,        10.105,
 10489,10.489,         9.696,
 10490,10.490,         9.325,
 10491,10.491,         8.991,
 10492,10.492,         8.692,
 10493,10.493,         8.426,
 10494,10.494,         8.191,
 10495,10.495,         7.987,
 10496,10.496,         7.813,
 10497,10.497,         7.666,
 10498,10.498,         7.546,
 10499,10.499,         7.452,
 10500,10.500,         7.383,
 10501,10.501,         7.339,
 10502,10.502,         7.319,
 10503,10.503,         7.323,
 10504,10.504,         7.351,
 10505,10.505,         7.405,
 10506,10.506,         7.484,
 10507,10.507,         7.589,
 10508,10.508,         7.723,
 10509,10.509,         7.886,
 10510,10.510,         8.081,
 10511,10.511,         8.310,
 10512,10.512,         8.575,
 10513,10.513,         8.880,
 10514,10.514,         9.226,
 10515,10.515,         9.618,
 10516,10.516,        10.058,
 10517,10.517,        10.551,
 10518,10.518,        11.101,
 10519,10.519,        11.710,
 10520,10.520,        12.383,
 10521,10.521,        13.124,
 10522,10.522,        13.937,
 10523,10.523,        14.826,
 10524,10.524,        15.793,
 10525,10.525,        16.844,
 10526,10.526,        17.981,
 10527,10.527,        19.208,
 10528,10.528,        20.526,
 10529,10.529,        21.940,
 10530,10.530,        23.450,
 10531,10.531,        25.058,
 10532,10.532,        26.766,
 10533,10.533,        28.574,
 10534,10.534,        30.482,
 10535,10.535,        32.490,
 10536,10.536,        34.596,
 10537,10.537,        36.799,
 10538,10.538,        39.095,
 10539,10.539,        41.482,
 10540,10.540,        43.955,
 10541,10.541,        46.510,
 10542,10.542,        49.140,
 10543,10.543,        51.840,
 10544,10.544,        54.601,
 10545,10.545,        57.415,
 10546,10.546,        60.275,
 10547,10.547,        63.169,
 10548,10.548,        66.089,
 10549,10.549,        69.022,
 10550,10.550,        71.956,
 10551,10.551,        74.881,
 10552,10.552,        77.784,
 10553,10.553,        80.651,
 10554,10.554,        83.469,
 10555,10.555,        86.225,
 10556,10.556,        88.907,
 10557,10.557,        91.500,
 10558,10.558,        93.993,
 10559,10.559,        96.373,
 10560,10.560,        98.629,
 10561,10.561,       100.750,
 10562,10.562,       102.727,
 10563,10.563,       104.550,
 10564,10.564,       106.213,
 10565,10.565,       107.709,
 10566,10.566,       109.035,
 10567,10.567,       110.187,
 10568,10.568,       111.164,
 10569,10.569,       111.967,
 10570,10.570,       112.599,
 10571,10.571,       113.062,
 10572,10.572,       113.364,
 10573,10.573,       113.511,
 10574,10.574,       113.513,
 10575,10.575,       113.380,
 10576,10.576,       113.124,
 10577,10.577,       112.757,
 10578,10.578,       112.294,
 10579,10.579,       111.750,
 10580,10.580,       111.140,
 10581,10.581,       110.480,
 10582,10.582,       109.786,
 10583,10.583,       109.075,
 10584,10.584,       108.363,
 10585,10.585,       107.665,
 10586,10.586,       106.996,
 10587,10.587,       106.372,
 10588,10.588,       105.806,
 10589,10.589,       105.311,
 10590,10.590,       104.898,
 10591,10.591,       104.578,
 10592,10.592,       104.360,
 10593,10.593,       104.250,
 10594,10.594,       104.256,
 10595,10.595,       104.382,
 10596,10.596,       104.631,
 10597,10.597,       105.003,
 10598,10.598,       105.498,
 10599,10.599,       106.114,
 10600,10.600,       106.848,
 10601,10.601,       107.694,
 10602,10.602,       108.646,
 10603,10.603,       109.696,
 10604,10.604,       110.833,
 10605,10.605,       112.049,
 10606,10.606,       113.330,
 10607,10.607,       114.665,
 10608,10.608,       116.041,
 10609,10.609,       117.444,
 10610,10.610,       118.860,
 10611,10.611,       120.274,
 10612,10.612,       121.672,
 10613,10.613,       123.041,
 10614,10.614,       124.366,
 10615,10.615,       125.633,
 10616,10.616,       126.830,
 10617,10.617,       127.945,
 10618,10.618,       128.967,
 10619,10.619,       129.885,
 10620,10.620,       130.690,
 10621,10.621,       131.374,
 10622,10.622,       131.930,
 10623,10.623,       132.354,
 10624,10.624,       132.641,
 10625,10.625,       132.787,
 10626,10.626,       132.791,
 10627,10.627,       132.653,
 10628,10.628,       132.374,
 10629,10.629,       131.955,
 10630,10.630,       131.399,
 10631,10.631,       130.710,
 10632,10.632,       129.893,
 10633,10.633,       128.953,
 10634,10.634,       127.897,
 10635,10.635,       126.732,
 10636,10.636,       125.465,
 10637,10.637,       124.105,
 10638,10.638,       122.659,
 10639,10.639,       121.136,
 10640,10.640,       119.545,
 10641,10.641,       117.896,
 10642,10.642,       116.197,
 10643,10.643,       114.457,
 10644,10.644,       112.684,
 10645,10.645,       110.889,
 10646,10.646,       109.078,
 10647,10.647,       107.260,
 10648,10.648,       105.444,
 10649,10.649,       103.636,
 10650,10.650,       101.843,
 10651,10.651,       100.072,
 10652,10.652,        98.330,
 10653,10.653,        96.622,
 10654,10.654,        94.954,
 10655,10.655,        93.330,
 10656,10.656,        91.755,
 10657,10.657,        90.233,
 10658,10.658,        88.769,
 10659,10.659,        87.365,
 10660,10.660,        86.024,
 10661,10.661,        84.750,
 10662,10.662,        83.544,
 10663,10.663,        82.408,
 10664,10.664,        81.344,
 10665,10.665,        80.354,
 10666,10.666,        79.437,
 10667,10.667,        78.596,
 10668,10.668,        77.829,
 10669,10.669,        77.137,
 10670,10.670,        76.519,
 10671,10.671,        75.975,
 10672,10.672,        75.502,
 10673,10.673,        75.100,
 10674,10.674,        74.765,
 10675,10.675,        74.495,
 10676,10.676,        74.288,
 10677,10.677,        74.139,
 10678,10.678,        74.045,
 10679,10.679,        74.002,
 10680,10.680,        74.005,
 10681,10.681,        74.050,
 10682,10.682,        74.131,
 10683,10.683,        74.244,
 10684,10.684,        74.382,
 10685,10.685,        74.540,
 10686,10.686,        74.713,
 10687,10.687,        74.894,
 10688,10.688,        75.076,
 10689,10.689,        75.255,
 10690,10.690,        75.423,
 10691,10.691,        75.575,
 10692,10.692,        75.704,
 10693,10.693,        75.803,
 10694,10.694,        75.868,
 10695,10.695,        75.890,
 10696,10.696,        75.865,
 10697,10.697,        75.787,
 10698,10.698,        75.650,
 10699,10.699,        75.448,
 10700,10.700,        75.176,
 10701,10.701,        74.830,
 10702,10.702,        74.405,
 10703,10.703,        73.897,
 10704,10.704,        73.302,
 10705,10.705,        72.618,
 10706,10.706,        71.842,
 10707,10.707,        70.972,
 10708,10.708,        70.008,
 10709,10.709,        68.950,
 10710,10.710,        67.797,
 10711,10.711,        66.552,
 10712,10.712,        65.216,
 10713,10.713,        63.793,
 10714,10.714,        62.286,
 10715,10.715,        60.700,
 10716,10.716,        59.041,
 10717,10.717,        57.315,
 10718,10.718,        55.528,
 10719,10.719,        53.689,
 10720,10.720,        51.805,
 10721,10.721,        49.885,
 10722,10.722,        47.939,
 10723,10.723,        45.976,
 10724,10.724,        44.006,
 10725,10.725,        42.040,
 10726,10.726,        40.087,
 10727,10.727,        38.157,
 10728,10.728,        36.263,
 10729,10.729,        34.413,
 10730,10.730,        32.619,
 10731,10.731,        30.889,
 10732,10.732,        29.236,
 10733,10.733,        27.667,
 10734,10.734,        26.192,
 10735,10.735,        24.821,
 10736,10.736,        23.560,
 10737,10.737,        22.419,
 10738,10.738,        21.404,
 10739,10.739,        20.523,
 10740,10.740,        19.780,
 10741,10.741,        19.181,
 10742,10.742,        18.731,
 10743,10.743,        18.433,
 10744,10.744,        18.290,
 10745,10.745,        18.304,
 10746,10.746,        18.477,
 10747,10.747,        18.808,
 10748,10.748,        19.297,
 10749,10.749,        19.942,
 10750,10.750,        20.741,
 10751,10.751,        21.690,
 10752,10.752,        22.784,
 10753,10.753,        24.018,
 10754,10.754,        25.385,
 10755,10.755,        26.880,
 10756,10.756,        28.493,
 10757,10.757,        30.215,
 10758,10.758,        32.038,
 10759,10.759,        33.950,
 10760,10.760,        35.942,
 10761,10.761,        38.002,
 10762,10.762,        40.117,
 10763,10.763,        42.275,
 10764,10.764,        44.465,
 10765,10.765,        46.673,
 10766,10.766,        48.886,
 10767,10.767,        51.092,
 10768,10.768,        53.277,
 10769,10.769,        55.429,
 10770,10.770,        57.535,
 10771,10.771,        59.584,
 10772,10.772,        61.565,
 10773,10.773,        63.465,
 10774,10.774,        65.275,
 10775,10.775,        66.985,
 10776,10.776,        68.586,
 10777,10.777,        70.071,
 10778,10.778,        71.432,
 10779,10.779,        72.662,
 10780,10.780,        73.757,
 10781,10.781,        74.712,
 10782,10.782,        75.523,
 10783,10.783,        76.189,
 10784,10.784,        76.706,
 10785,10.785,        77.075,
 10786,10.786,        77.295,
 10787,10.787,        77.367,
 10788,10.788,        77.293,
 10789,10.789,        77.076,
 10790,10.790,        76.719,
 10791,10.791,        76.225,
 10792,10.792,        75.599,
 10793,10.793,        74.847,
 10794,10.794,        73.974,
 10795,10.795,        72.987,
 10796,10.796,        71.893,
 10797,10.797,        70.698,
 10798,10.798,        69.411,
 10799,10.799,        68.041,
 10800,10.800,        66.595,
 10801,10.801,        65.083,
 10802,10.802,        63.514,
 10803,10.803,        61.898,
 10804,10.804,        60.245,
 10805,10.805,        58.565,
 10806,10.806,        56.867,
 10807,10.807,        55.162,
 10808,10.808,        53.461,
 10809,10.809,        51.774,
 10810,10.810,        50.109,
 10811,10.811,        48.479,
 10812,10.812,        46.891,
 10813,10.813,        45.356,
 10814,10.814,        43.883,
 10815,10.815,        42.479,
 10816,10.816,        41.153,
 10817,10.817,        39.913,
 10818,10.818,        38.764,
 10819,10.819,        37.715,
 10820,10.820,        36.769,
 10821,10.821,        35.932,
 10822,10.822,        35.209,
 10823,10.823,        34.602,
 10824,10.824,        34.115,
 10825,10.825,        33.750,
 10826,10.826,        33.508,
 10827,10.827,        33.390,
 10828,10.828,        33.396,
 10829,10.829,        33.525,
 10830,10.830,        33.777,
 10831,10.831,        34.150,
 10832,10.832,        34.641,
 10833,10.833,        35.247,
 10834,10.834,        35.965,
 10835,10.835,        36.791,
 10836,10.836,        37.720,
 10837,10.837,        38.749,
 10838,10.838,        39.870,
 10839,10.839,        41.080,
 10840,10.840,        42.371,
 10841,10.841,        43.738,
 10842,10.842,        45.174,
 10843,10.843,        46.672,
 10844,10.844,        48.224,
 10845,10.845,        49.823,
 10846,10.846,        51.461,
 10847,10.847,        53.132,
 10848,10.848,        54.825,
 10849,10.849,        56.534,
 10850,10.850,        58.250,
 10851,10.851,        59.965,
 10852,10.852,        61.671,
 10853,10.853,        63.359,
 10854,10.854,        65.021,
 10855,10.855,        66.649,
 10856,10.856,        68.236,
 10857,10.857,        69.774,
 10858,10.858,        71.256,
 10859,10.859,        72.674,
 10860,10.860,        74.023,
 10861,10.861,        75.296,
 10862,10.862,        76.487,
 10863,10.863,        77.591,
 10864,10.864,        78.604,
 10865,10.865,        79.522,
 10866,10.866,        80.341,
 10867,10.867,        81.058,
 10868,10.868,        81.672,
 10869,10.869,        82.181,
 10870,10.870,        82.585,
 10871,10.871,        82.883,
 10872,10.872,        83.076,
 10873,10.873,        83.166,
 10874,10.874,        83.156,
 10875,10.875,        83.046,
 10876,10.876,        82.842,
 10877,10.877,        82.547,
 10878,10.878,        82.166,
 10879,10.879,        81.703,
 10880,10.880,        81.165,
 10881,10.881,        80.556,
 10882,10.882,        79.884,
 10883,10.883,        79.155,
 10884,10.884,        78.377,
 10885,10.885,        77.555,
 10886,10.886,        76.699,
 10887,10.887,        75.814,
 10888,10.888,        74.909,
 10889,10.889,        73.992,
 10890,10.890,        73.071,
 10891,10.891,        72.152,
 10892,10.892,        71.244,
 10893,10.893,        70.354,
 10894,10.894,        69.490,
 10895,10.895,        68.658,
 10896,10.896,        67.867,
 10897,10.897,        67.122,
 10898,10.898,        66.430,
 10899,10.899,        65.796,
 10900,10.900,        65.227,
 10901,10.901,        64.727,
 10902,10.902,        64.302,
 10903,10.903,        63.954,
 10904,10.904,        63.688,
 10905,10.905,        63.506,
 10906,10.906,        63.411,
 10907,10.907,        63.405,
 10908,10.908,        63.488,
 10909,10.909,        63.662,
 10910,10.910,        63.925,
 10911,10.911,        64.277,
 10912,10.912,        64.717,
 10913,10.913,        65.242,
 10914,10.914,        65.850,
 10915,10.915,        66.537,
 10916,10.916,        67.299,
 10917,10.917,        68.131,
 10918,10.918,        69.027,
 10919,10.919,        69.983,
 10920,10.920,        70.991,
 10921,10.921,        72.044,
 10922,10.922,        73.135,
 10923,10.923,        74.255,
 10924,10.924,        75.396,
 10925,10.925,        76.549,
 10926,10.926,        77.704,
 10927,10.927,        78.852,
 10928,10.928,        79.983,
 10929,10.929,        81.087,
 10930,10.930,        82.153,
 10931,10.931,        83.172,
 10932,10.932,        84.135,
 10933,10.933,        85.031,
 10934,10.934,        85.851,
 10935,10.935,        86.587,
 10936,10.936,        87.230,
 10937,10.937,        87.773,
 10938,10.938,        88.208,
 10939,10.939,        88.529,
 10940,10.940,        88.732,
 10941,10.941,        88.811,
 10942,10.942,        88.764,
 10943,10.943,        88.586,
 10944,10.944,        88.277,
 10945,10.945,        87.836,
 10946,10.946,        87.263,
 10947,10.947,        86.559,
 10948,10.948,        85.727,
 10949,10.949,        84.768,
 10950,10.950,        83.688,
 10951,10.951,        82.490,
 10952,10.952,        81.180,
 10953,10.953,        79.763,
 10954,10.954,        78.247,
 10955,10.955,        76.639,
 10956,10.956,        74.947,
 10957,10.957,        73.178,
 10958,10.958,        71.341,
 10959,10.959,        69.445,
 10960,10.960,        67.500,
 10961,10.961,        65.514,
 10962,10.962,        63.496,
 10963,10.963,        61.456,
 10964,10.964,        59.403,
 10965,10.965,        57.346,
 10966,10.966,        55.294,
 10967,10.967,        53.255,
 10968,10.968,        51.237,
 10969,10.969,        49.248,
 10970,10.970,        47.295,
 10971,10.971,        45.385,
 10972,10.972,        43.524,
 10973,10.973,        41.718,
 10974,10.974,        39.972,
 10975,10.975,        38.290,
 10976,10.976,        36.676,
 10977,10.977,        35.133,
 10978,10.978,        33.664,
 10979,10.979,        32.271,
 10980,10.980,        30.954,
 10981,10.981,        29.715,
 10982,10.982,        28.554,
 10983,10.983,        27.469,
 10984,10.984,        26.462,
 10985,10.985,        25.528,
 10986,10.986,        24.668,
 10987,10.987,        23.878,
 10988,10.988,        23.156,
 10989,10.989,        22.498,
 10990,10.990,        21.901,
 10991,10.991,        21.361,
 10992,10.992,        20.875,
 10993,10.993,        20.438,
 10994,10.994,        20.045,
 10995,10.995,        19.693,
 10996,10.996,        19.377,
 10997,10.997,        19.093,
 10998,10.998,        18.836,
 10999,10.999,        18.602,
 11000,11.000,        18.387,
 11001,11.001,        18.186,
 11002,11.002,        17.997,
 11003,11.003,        17.816,
 11004,11.004,        17.638,
 11005,11.005,        17.462,
 11006,11.006,        17.284,
 11007,11.007,        17.103,
 11008,11.008,        16.916,
 11009,11.009,        16.721,
 11010,11.010,        16.518,
 11011,11.011,        16.304,
 11012,11.012,        16.081,
 11013,11.013,        15.846,
 11014,11.014,        15.601,
 11015,11.015,        15.345,
 11016,11.016,        15.079,
 11017,11.017,        14.803,
 11018,11.018,        14.520,
 11019,11.019,        14.229,
 11020,11.020,        13.933,
 11021,11.021,        13.632,
 11022,11.022,        13.329,
 11023,11.023,        13.025,
 11024,11.024,        12.722,
 11025,11.025,        12.421,
 11026,11.026,        12.125,
 11027,11.027,        11.836,
 11028,11.028,        11.554,
 11029,11.029,        11.282,
 11030,11.030,        11.021,
 11031,11.031,        10.772,
 11032,11.032,        10.538,
 11033,11.033,        10.319,
 11034,11.034,        10.116,
 11035,11.035,         9.931,
 11036,11.036,         9.763,
 11037,11.037,         9.614,
 11038,11.038,         9.485,
 11039,11.039,         9.375,
 11040,11.040,         9.284,
 11041,11.041,         9.213,
 11042,11.042,         9.162,
 11043,11.043,         9.130,
 11044,11.044,         9.116,
 11045,11.045,         9.121,
 11046,11.046,         9.143,
 11047,11.047,         9.181,
 11048,11.048,         9.236,
 11049,11.049,         9.305,
 11050,11.050,         9.388,
 11051,11.051,         9.484,
 11052,11.052,         9.591,
 11053,11.053,         9.709,
 11054,11.054,         9.836,
 11055,11.055,         9.970,
 11056,11.056,        10.112,
 11057,11.057,        10.258,
 11058,11.058,        10.409,
 11059,11.059,        10.563,
 11060,11.060,        10.719,
 11061,11.061,        10.876,
 11062,11.062,        11.033,
 11063,11.063,        11.189,
 11064,11.064,        11.343,
 11065,11.065,        11.496,
 11066,11.066,        11.645,
 11067,11.067,        11.791,
 11068,11.068,        11.933,
 11069,11.069,        12.072,
 11070,11.070,        12.207,
 11071,11.071,        12.339,
 11072,11.072,        12.467,
 11073,11.073,        12.593,
 11074,11.074,        12.717,
 11075,11.075,        12.840,
 11076,11.076,        12.963,
 11077,11.077,        13.088,
 11078,11.078,        13.215,
 11079,11.079,        13.348,
 11080,11.080,        13.486,
 11081,11.081,        13.634,
 11082,11.082,        13.792,
 11083,11.083,        13.965,
 11084,11.084,        14.154,
 11085,11.085,        14.363,
 11086,11.086,        14.595,
 11087,11.087,        14.854,
 11088,11.088,        15.143,
 11089,11.089,        15.466,
 11090,11.090,        15.828,
 11091,11.091,        16.233,
 11092,11.092,        16.685,
 11093,11.093,        17.188,
 11094,11.094,        17.748,
 11095,11.095,        18.369,
 11096,11.096,        19.056,
 11097,11.097,        19.813,
 11098,11.098,        20.646,
 11099,11.099,        21.558,
 11100,11.100,        22.555,
 11101,11.101,        23.641,
 11102,11.102,        24.819,
 11103,11.103,        26.093,
 11104,11.104,        27.468,
 11105,11.105,        28.945,
 11106,11.106,        30.528,
 11107,11.107,        32.218,
 11108,11.108,        34.017,
 11109,11.109,        35.926,
 11110,11.110,        37.944,
 11111,11.111,        40.072,
 11112,11.112,        42.308,
 11113,11.113,        44.649,
 11114,11.114,        47.094,
 11115,11.115,        49.636,
 11116,11.116,        52.273,
 11117,11.117,        54.997,
 11118,11.118,        57.802,
 11119,11.119,        60.681,
 11120,11.120,        63.625,
 11121,11.121,        66.624,
 11122,11.122,        69.668,
 11123,11.123,        72.746,
 11124,11.124,        75.845,
 11125,11.125,        78.954,
 11126,11.126,        82.059,
 11127,11.127,        85.147,
 11128,11.128,        88.202,
 11129,11.129,        91.211,
 11130,11.130,        94.160,
 11131,11.131,        97.032,
 11132,11.132,        99.815,
 11133,11.133,       102.493,
 11134,11.134,       105.052,
 11135,11.135,       107.478,
 11136,11.136,       109.759,
 11137,11.137,       111.882,
 11138,11.138,       113.836,
 11139,11.139,       115.609,
 11140,11.140,       117.192,
 11141,11.141,       118.577,
 11142,11.142,       119.756,
 11143,11.143,       120.724,
 11144,11.144,       121.473,
 11145,11.145,       122.003,
 11146,11.146,       122.309,
 11147,11.147,       122.390,
 11148,11.148,       122.248,
 11149,11.149,       121.884,
 11150,11.150,       121.299,
 11151,11.151,       120.499,
 11152,11.152,       119.489,
 11153,11.153,       118.275,
 11154,11.154,       116.864,
 11155,11.155,       115.265,
 11156,11.156,       113.487,
 11157,11.157,       111.542,
 11158,11.158,       109.439,
 11159,11.159,       107.193,
 11160,11.160,       104.814,
 11161,11.161,       102.317,
 11162,11.162,        99.716,
 11163,11.163,        97.025,
 11164,11.164,        94.258,
 11165,11.165,        91.431,
 11166,11.166,        88.560,
 11167,11.167,        85.659,
 11168,11.168,        82.743,
 11169,11.169,        79.829,
 11170,11.170,        76.931,
 11171,11.171,        74.063,
 11172,11.172,        71.241,
 11173,11.173,        68.477,
 11174,11.174,        65.786,
 11175,11.175,        63.180,
 11176,11.176,        60.671,
 11177,11.177,        58.271,
 11178,11.178,        55.990,
 11179,11.179,        53.838,
 11180,11.180,        51.824,
 11181,11.181,        49.956,
 11182,11.182,        48.240,
 11183,11.183,        46.683,
 11184,11.184,        45.290,
 11185,11.185,        44.064,
 11186,11.186,        43.010,
 11187,11.187,        42.128,
 11188,11.188,        41.420,
 11189,11.189,        40.887,
 11190,11.190,        40.526,
 11191,11.191,        40.338,
 11192,11.192,        40.318,
 11193,11.193,        40.464,
 11194,11.194,        40.772,
 11195,11.195,        41.237,
 11196,11.196,        41.853,
 11197,11.197,        42.615,
 11198,11.198,        43.515,
 11199,11.199,        44.546,
 11200,11.200,        45.701,
 11201,11.201,        46.972,
 11202,11.202,        48.350,
 11203,11.203,        49.826,
 11204,11.204,        51.393,
 11205,11.205,        53.040,
 11206,11.206,        54.759,
 11207,11.207,        56.540,
 11208,11.208,        58.375,
 11209,11.209,        60.253,
 11210,11.210,        62.165,
 11211,11.211,        64.104,
 11212,11.212,        66.059,
 11213,11.213,        68.022,
 11214,11.214,        69.985,
 11215,11.215,        71.940,
 11216,11.216,        73.878,
 11217,11.217,        75.792,
 11218,11.218,        77.675,
 11219,11.219,        79.521,
 11220,11.220,        81.322,
 11221,11.221,        83.072,
 11222,11.222,        84.765,
 11223,11.223,        86.397,
 11224,11.224,        87.962,
 11225,11.225,        89.455,
 11226,11.226,        90.872,
 11227,11.227,        92.209,
 11228,11.228,        93.464,
 11229,11.229,        94.632,
 11230,11.230,        95.712,
 11231,11.231,        96.701,
 11232,11.232,        97.598,
 11233,11.233,        98.402,
 11234,11.234,        99.110,
 11235,11.235,        99.724,
 11236,11.236,       100.242,
 11237,11.237,       100.665,
 11238,11.238,       100.994,
 11239,11.239,       101.228,
 11240,11.240,       101.369,
 11241,11.241,       101.417,
 11242,11.242,       101.374,
 11243,11.243,       101.241,
 11244,11.244,       101.019,
 11245,11.245,       100.709,
 11246,11.246,       100.312,
 11247,11.247,        99.829,
 11248,11.248,        99.261,
 11249,11.249,        98.609,
 11250,11.250,        97.873,
 11251,11.251,        97.054,
 11252,11.252,        96.151,
 11253,11.253,        95.166,
 11254,11.254,        94.099,
 11255,11.255,        92.949,
 11256,11.256,        91.717,
 11257,11.257,        90.403,
 11258,11.258,        89.007,
 11259,11.259,        87.529,
 11260,11.260,        85.971,
 11261,11.261,        84.332,
 11262,11.262,        82.614,
 11263,11.263,        80.819,
 11264,11.264,        78.947,
 11265,11.265,        77.002,
 11266,11.266,        74.986,
 11267,11.267,        72.901,
 11268,11.268,        70.751,
 11269,11.269,        68.540,
 11270,11.270,        66.273,
 11271,11.271,        63.955,
 11272,11.272,        61.590,
 11273,11.273,        59.187,
 11274,11.274,        56.751,
 11275,11.275,        54.289,
 11276,11.276,        51.809,
 11277,11.277,        49.321,
 11278,11.278,        46.831,
 11279,11.279,        44.350,
 11280,11.280,        41.888,
 11281,11.281,        39.453,
 11282,11.282,        37.057,
 11283,11.283,        34.710,
 11284,11.284,        32.422,
 11285,11.285,        30.204,
 11286,11.286,        28.068,
 11287,11.287,        26.023,
 11288,11.288,        24.081,
 11289,11.289,        22.253,
 11290,11.290,        20.548,
 11291,11.291,        18.977,
 11292,11.292,        17.550,
 11293,11.293,        16.277,
 11294,11.294,        15.165,
 11295,11.295,        14.224,
 11296,11.296,        13.462,
 11297,11.297,        12.885,
 11298,11.298,        12.500,
 11299,11.299,        12.313,
 11300,11.300,        12.328,
 11301,11.301,        12.549,
 11302,11.302,        12.978,
 11303,11.303,        13.617,
 11304,11.304,        14.467,
 11305,11.305,        15.528,
 11306,11.306,        16.796,
 11307,11.307,        18.270,
 11308,11.308,        19.945,
 11309,11.309,        21.816,
 11310,11.310,        23.876,
 11311,11.311,        26.116,
 11312,11.312,        28.529,
 11313,11.313,        31.103,
 11314,11.314,        33.827,
 11315,11.315,        36.688,
 11316,11.316,        39.673,
 11317,11.317,        42.768,
 11318,11.318,        45.956,
 11319,11.319,        49.222,
 11320,11.320,        52.550,
 11321,11.321,        55.921,
 11322,11.322,        59.319,
 11323,11.323,        62.724,
 11324,11.324,        66.120,
 11325,11.325,        69.489,
 11326,11.326,        72.812,
 11327,11.327,        76.073,
 11328,11.328,        79.254,
 11329,11.329,        82.340,
 11330,11.330,        85.314,
 11331,11.331,        88.164,
 11332,11.332,        90.874,
 11333,11.333,        93.434,
 11334,11.334,        95.833,
 11335,11.335,        98.061,
 11336,11.336,       100.110,
 11337,11.337,       101.975,
 11338,11.338,       103.650,
 11339,11.339,       105.132,
 11340,11.340,       106.419,
 11341,11.341,       107.512,
 11342,11.342,       108.411,
 11343,11.343,       109.120,
 11344,11.344,       109.642,
 11345,11.345,       109.982,
 11346,11.346,       110.147,
 11347,11.347,       110.144,
 11348,11.348,       109.981,
 11349,11.349,       109.667,
 11350,11.350,       109.211,
 11351,11.351,       108.622,
 11352,11.352,       107.910,
 11353,11.353,       107.086,
 11354,11.354,       106.159,
 11355,11.355,       105.139,
 11356,11.356,       104.037,
 11357,11.357,       102.860,
 11358,11.358,       101.619,
 11359,11.359,       100.323,
 11360,11.360,        98.978,
 11361,11.361,        97.593,
 11362,11.362,        96.176,
 11363,11.363,        94.732,
 11364,11.364,        93.267,
 11365,11.365,        91.789,
 11366,11.366,        90.301,
 11367,11.367,        88.808,
 11368,11.368,        87.315,
 11369,11.369,        85.826,
 11370,11.370,        84.345,
 11371,11.371,        82.874,
 11372,11.372,        81.417,
 11373,11.373,        79.977,
 11374,11.374,        78.556,
 11375,11.375,        77.158,
 11376,11.376,        75.785,
 11377,11.377,        74.438,
 11378,11.378,        73.122,
 11379,11.379,        71.837,
 11380,11.380,        70.586,
 11381,11.381,        69.372,
 11382,11.382,        68.195,
 11383,11.383,        67.059,
 11384,11.384,        65.965,
 11385,11.385,        64.914,
 11386,11.386,        63.908,
 11387,11.387,        62.948,
 11388,11.388,        62.035,
 11389,11.389,        61.171,
 11390,11.390,        60.355,
 11391,11.391,        59.589,
 11392,11.392,        58.871,
 11393,11.393,        58.204,
 11394,11.394,        57.585,
 11395,11.395,        57.015,
 11396,11.396,        56.493,
